"instance","class"
"http://example.org/merged_ontology.owl#bco_0000001","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000002","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000003","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000004","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000005","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000006","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000007","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000016","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000021","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000022","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000023","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000024","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000025","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000026","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000027","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000028","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000029","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000030","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000031","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000032","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000033","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000034","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000035","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000036","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000037","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000038","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000039","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000042","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000043","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000044","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000045","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000046","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000080","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#bco_0000081","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#terms","http://www.w3.org/2002/07/owl#Class"
"http://example.org/merged_ontology.owl#IAO_0000122","http://example.org/merged_ontology.owl#IAO_0000078"
"http://example.org/merged_ontology.owl#specimen_1838422417","http://example.org/merged_ontology.owl#Species"
"http://example.org/merged_ontology.owl#IAO_0000122","http://www.w3.org/2002/07/owl#NamedIndividual"
"http://example.org/merged_ontology.owl#specimen_1838422417","http://www.w3.org/2002/07/owl#NamedIndividual"
